Country,EdLevel,Experience,Language,Salary
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42.0,Bash/Shell (all shells);HTML/CSS;PHP;SQL,62625.0
Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,C#;HTML/CSS;Java;JavaScript;Kotlin;TypeScript,174022.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Java;Python;Scala,33710.0
Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);Java;SQL,42577.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Dart;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript,34872.0
Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Lua;Perl;PHP;Python;SQL,46806.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,22755.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Go;JavaScript;Rust;TypeScript,211579.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,C;C#;C++;GDScript;HTML/CSS;Java;JavaScript;PHP;Python;SQL,31324.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Bash/Shell (all shells);C;C#;C++;Dart;GDScript;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,44025.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,JavaScript;Python;TypeScript,180000.0
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35.0,HTML/CSS;Scala;SQL,69609.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);Groovy;Java,37125.0
Republic of North Macedonia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,HTML/CSS;JavaScript;PHP;SQL,29004.0
Netherlands,"Associate degree (A.A., A.S., etc.)",8.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,63808.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python,81870.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,C#;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL,74396.0
Kenya,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Python;SQL,387.0
Bulgaria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32.0,Bash/Shell (all shells);PowerShell;Python;SQL,41515.0
Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,128953.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Bash/Shell (all shells);C#;C++;Groovy;HTML/CSS;JavaScript;PowerShell;Python;SQL,41868.0
Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,HTML/CSS;JavaScript;Python;SQL,25157.0
Rwanda,Other (please specify):,7.0,Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL,277.0
Portugal,"Associate degree (A.A., A.S., etc.)",11.0,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Kotlin;Python;Ruby;Swift;TypeScript,64968.0
Latvia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,JavaScript;PHP;Ruby,69609.0
Austria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python,104413.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,HTML/CSS;JavaScript;TypeScript,190000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,C#;JavaScript;SQL,110000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,93340.0
Tunisia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,628.0
Serbia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;GDScript;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;Python;Rust;SQL;TypeScript;Zig,72000.0
Poland,Some college/university study without earning a degree,15.0,Bash/Shell (all shells);Lisp;Lua;Perl;Python,40935.0
Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,C#;Go;HTML/CSS;JavaScript;SQL,116640.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,40127.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL,72958.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,83000.0
Saint Lucia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;VBA,45294.0
Saudi Arabia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,C;C#;Dart;HTML/CSS;Java;JavaScript;Python;R;SQL,53315.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Assembly;Bash/Shell (all shells);C;C#;C++;MATLAB;Python;R,87000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,130000.0
Italy,Some college/university study without earning a degree,6.0,HTML/CSS;Java;JavaScript;Kotlin;Ruby;SQL;TypeScript,50118.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",16.0,C#;Delphi;HTML/CSS;PHP;PowerShell;SQL,50280.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28.0,C#;HTML/CSS;JavaScript;Python;SQL,189000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,150000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Bash/Shell (all shells);Dart;Go;TypeScript,230000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Bash/Shell (all shells);C;C++;Go;Python;Rust,115040.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,92812.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,HTML/CSS;PowerShell;Python;R;SQL;VBA,112834.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,HTML/CSS;JavaScript;PHP,95299.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,16.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;R;SQL;TypeScript;VBA,54457.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,C#;HTML/CSS;PowerShell;SQL;Visual Basic (.Net),190000.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21.0,Bash/Shell (all shells);C;C++;Elixir;Go;HTML/CSS;JavaScript;Python;Ruby;SQL,200000.0
Nigeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,HTML/CSS;Java;MATLAB;PHP;Python;R;SQL,1550.0
Germany,Some college/university study without earning a degree,23.0,Bash/Shell (all shells);C;C++;Delphi;HTML/CSS;Java;JavaScript;Lisp;Lua;MATLAB;PowerShell;Prolog;Python;R;Ruby;SQL,85851.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,143000.0
United States of America,Some college/university study without earning a degree,8.0,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust,56000.0
Brazil,"Associate degree (A.A., A.S., etc.)",12.0,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL;TypeScript,33859.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,C,31446.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,C#;HTML/CSS;JavaScript;SQL,162000.0
Finland,Some college/university study without earning a degree,20.0,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;Swift;TypeScript,104413.0
Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",28.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Ruby;SQL,148791.0
Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Bash/Shell (all shells);HTML/CSS;Python;TypeScript,36636.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Bash/Shell (all shells);Go;HTML/CSS;Java;Python;SQL;TypeScript,78962.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Java;JavaScript;SQL,53830.0
Greece,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,38981.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,C++;GDScript;Lua;Python;TypeScript,185623.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,125000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,100000.0
Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);C;C#;C++;Fortran;GDScript;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;TypeScript,68924.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript;Visual Basic (.Net),128000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Java;JavaScript;Kotlin;SQL;Swift;TypeScript,46496.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,Bash/Shell (all shells);C;JavaScript;Lisp;Python;SQL;Swift;TypeScript,200000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Dart;HTML/CSS;JavaScript;PHP;Python;SQL,61264.0
Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Bash/Shell (all shells);C;C++;Perl;PowerShell;Python,61836.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Python;Rust;SQL,46406.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);HTML/CSS;Kotlin;Python,190000.0
Germany,Some college/university study without earning a degree,25.0,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Python,371247.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",37.0,Bash/Shell (all shells);HTML/CSS;Ruby,144000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,74418.0
Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",36.0,C;C++;Python;SQL,174022.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Perl;PHP;Python;SQL;TypeScript,267605.0
Tunisia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Bash/Shell (all shells);C;Dart;Groovy;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL;TypeScript,5092.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,C;C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,96292.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Bash/Shell (all shells);C#;Dart;JavaScript;PHP;SQL,110000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",39.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PowerShell;Python,300000.0
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",4.0,HTML/CSS;JavaScript;Python,58007.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,C++;MATLAB,109684.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,PHP,64968.0
United States of America,Some college/university study without earning a degree,5.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,75000.0
Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,C#;SQL,29958.0
Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Bash/Shell (all shells);Python;SQL,45478.0
Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,C;C++;Elixir;Erlang;Go;Python;SQL,3480.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,C;C++;Go;JavaScript;PHP;Python;Ruby;Rust;SQL;TypeScript,34872.0
Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Java;SQL,229431.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,80000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;VBA,161000.0
Guatemala,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,C#;Kotlin;SQL,25000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript,69609.0
Uruguay,Some college/university study without earning a degree,3.0,C++;HTML/CSS;JavaScript;PHP;Python,1061.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,HTML/CSS;JavaScript;TypeScript,74878.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,95000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,120000.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;TypeScript,130000.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",41.0,Java;Kotlin;SQL,64592.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,36841.0
Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37.0,Bash/Shell (all shells);Go;Java;Python;Scala,69609.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,HTML/CSS;JavaScript;Python;SQL;TypeScript,116.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,23203.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,C#;HTML/CSS;JavaScript;PHP;Python;SQL;Visual Basic (.Net),53095.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38.0,HTML/CSS;JavaScript;TypeScript,74249.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31.0,Groovy;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,220000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Bash/Shell (all shells);C;C++;JavaScript;Python;R;Scala,52308.0
Canada,"Associate degree (A.A., A.S., etc.)",29.0,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Kotlin;Ruby;Swift,160508.0
Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,22000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Java;JavaScript;Kotlin;PHP;Python;Rust;SQL,90300.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Dart,78000.0
United States of America,Some college/university study without earning a degree,48.0,C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,140000.0
Guatemala,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Assembly;Bash/Shell (all shells);C;C#;C++;GDScript;Groovy;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;Rust;Scala;SQL;TypeScript;VBA;Visual Basic (.Net),26545.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,194000.0
Spain,Some college/university study without earning a degree,27.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,33644.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29.0,C;C#;Java;Swift,350000.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,HTML/CSS;JavaScript;PowerShell,29057.0
Switzerland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10.0,Bash/Shell (all shells);Lisp;Python;R,148791.0
Jordan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Elixir;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,36390.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PowerShell,150000.0
Argentina,Some college/university study without earning a degree,6.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,32000.0
Ukraine,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0,C;C++;HTML/CSS;Java;JavaScript;Lisp;PowerShell;Python;Scala,3739.0
Spain,"Associate degree (A.A., A.S., etc.)",4.0,HTML/CSS;Java;JavaScript;SQL;TypeScript,32484.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,C#;JavaScript;TypeScript,3426.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26.0,Assembly;Bash/Shell (all shells);C;C++,53367.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Lisp;Lua;MATLAB;MicroPython;Perl;PHP;PowerShell;Python;Rust;SQL,90000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,C#;HTML/CSS;JavaScript;Python;Rust;SQL,99500.0
United States of America,"Associate degree (A.A., A.S., etc.)",10.0,Go;HTML/CSS;JavaScript;TypeScript,155000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Java;Python,172000.0
Spain,Some college/university study without earning a degree,20.0,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,34804.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,C#;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),58007.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",44.0,C#;PowerShell;SQL,111636.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",19.0,HTML/CSS;Java;JavaScript;PHP;Python;SQL,225000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Bash/Shell (all shells);Go;JavaScript;Python,75556.0
Mexico,"Associate degree (A.A., A.S., etc.)",30.0,C#;HTML/CSS;JavaScript;SQL,31583.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Bash/Shell (all shells);Go;HTML/CSS;Kotlin;Python;TypeScript,204212.0
Colombia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,60000.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",37.0,C++;JavaScript,300000.0
Spain,Some college/university study without earning a degree,11.0,Go;HTML/CSS;JavaScript;SQL;TypeScript,83531.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,C#;HTML/CSS;PowerShell;SQL;TypeScript,63500.0
Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,HTML/CSS;JavaScript;TypeScript,141188.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL,15170.0
Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Bash/Shell (all shells);HTML/CSS;Kotlin;Python;Ruby;Rust;SQL;TypeScript,116015.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,185000.0
Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,C#;SQL,153131.0
Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",24.0,HTML/CSS;JavaScript;TypeScript,58007.0
Nomadic,Some college/university study without earning a degree,28.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby,250000.0
Argentina,Some college/university study without earning a degree,5.0,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,14331.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,18568.0
United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",33.0,Bash/Shell (all shells);JavaScript;SQL;TypeScript,171538.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C#;Go;JavaScript;SQL;TypeScript,163370.0
Peru,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,60000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,Bash/Shell (all shells);Go;Java;Python,350000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,HTML/CSS;JavaScript;PHP;TypeScript,68600.0
United States of America,Primary/elementary school,12.0,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,1200.0
